NOME,MORADA,CODIGO POSTAL,EMAIL,NIF,CONTACTO
Maya Vieira Almeid,Alameda de Basílio Teles Nº478,4176-732,Maya.Almeid@gmail.com,777618890,919788640
Magda Iris Pereira Loureiro Neto Ramos,Avenida de Fernão de Magalhães Nº9,7745-026,Magda.Ramos@isec.pt,567735097,966507610
Ibraima Pinheiro Paiva Magalhães Pinheiro,Beco da Bela Vista Nº683,5345-579,Ibraima.Pinheiro@outlook.pt,560775933,969133149
Ivana Graça Correia Baptista Machado,Beco de Carreiras Nº380,7453-165,Ivana.Machado@mundo.pt,318732248,913200728
Daria Esteves,Beco da Senhora da Luz Nº521,5347-786,Daria.Esteves@mundo.pt,604149702,937395974
Flávio Milton Gaspar Macedo,Avenida de Camilo Nº169,1172-497,Flávio.Macedo@outlook.com,775174183,968099556
Alexander Damien Antunes Pacheco Oliveira Pacheco,Beco do Paço Nº644,1941-589,Alexander.Pacheco@outlook.pt,669550079,934942119
Zoe Leah Fernandes,Bairro de Casas Económicas da Boavista-Vilarinha Nº564,9646-237,Zoe.Fernandes@isec.pt,457772894,916925391
Tamara Yasmin Esteves Sousa,Bairro de Ramalde Nº15,4247-979,Tamara.Sousa@trabalho.pt,708411838,931524451
Áurea Mel Leite Esteves,Bairro do Cerco do Porto Nº652,6476-715,Áurea.Esteves@mundo.pt,484452015,964276441
Valentin Caio Mendes Cardoso Cruz Teixeira,Alameda de Basílio Teles Nº796,6165-445,Valentin.Teixeira@mundo.pt,726382807,961953768
Aurélio Divany Cruz Assunção Alves Guerreiro,Rua dos Sete Céus Nº890,9371-107,Aurélio.Guerreiro@outlook.pt,325196000,923232592
Tony Kristian Magalhães Marques Rocha Vicente,Alameda de Aquilino Ribeiro Nº877,3442-563,Tony.Vicente@trabalho.pt,645480519,918282384
Lívia Bárbara Marques,Bairro do Aleixo Nº325,2176-924,Lívia.Marques@trabalho.pt,567562105,931149698
Dora Carolina Assunção,Bairro de Manuel Cardoso Agrelos Nº906,4414-785,Dora.Assunção@mundo.pt,547326189,910512051
Nair Samara Carneiro Araújo Nogueira,Rua dos Sete Céus Nº87,9319-589,Nair.Nogueira@hotmail.com,233073852,968872743
Maísa Borges Rodrigues Moura,Alameda de Eça de Queirós Nº488,6944-694,Maísa.Moura@hotmail.com,638268035,910608817
Emma Alves,Bairro de Manuel Cardoso Agrelos Nº899,8862-179,Emma.Alves@isec.pt,461141521,922440139
Magno Branco Jesus Melo,Avenida da França Nº351,2718-299,Magno.Melo@outlook.com,417513127,968834885
Luena Tavares Garcia Soares,Bairro de Ramalde Nº155,7468-703,Luena.Soares@outlook.com,429064016,969237290
Michael Emilio Maia Fonseca Santos,Bairro de Costa Cabral 	Campanhã Nº591,4992-899,Michael.Santos@trabalho.pt,526060346,965871097
Sofia Áurea Leite Rodrigues,Avenida do Conselho da Europa Nº951,5141-211,Sofia.Rodrigues@gmail.com,322328954,969324139
Alexia Samira Valente Amorim Barbosa Neto,Escadinhas da Porta do Carro Nº337,3298-942,Alexia.Neto@hotmail.com,737040260,937696609
Alicia Matias,Avenida de Vímara Peres Nº119,2216-141,Alicia.Matias@outlook.com,407403356,932937878
India Viviana Domingues Castro Morais,Bairro do Leal Nº945,4939-630,India.Morais@outlook.com,746826542,916882895
Dália Baptista Brito Magalhães,Escadinhas da Porta do Carro Nº623,8956-202,Dália.Magalhães@isec.pt,636509460,935567883
Asael Santos Ferreira,Avenida de D. Carlos I Nº600,7586-570,Asael.Ferreira@hotmail.com,297462374,967856555
Liliana Ariane Raposo Maia,Alameda de Manuel d'Arriaga Nº886,9387-379,Liliana.Maia@outlook.pt,246382635,922899483
Isabela Leite,Avenida de Fontes Pereira de Melo Nº225,3875-953,Isabela.Leite@outlook.com,522578467,934432214
Mariama Lília Raposo Leite Pacheco Oliveira,Beco de Carreiras Nº269,3528-642,Mariama.Oliveira@gmail.com,794616741,932024988
Jader Paiva Paiva Cardoso,Bairro do Carvalhido Nº236,6118-801,Jader.Cardoso@outlook.pt,795482233,918152601
Mel Coelho Barros,Avenida dos Aliados Nº451,7243-231,Mel.Barros@outlook.com,430881291,922641714
Liane Reis Magalhães,Beco de S. João da Foz Nº888,2623-921,Liane.Magalhães@gmail.com,313019493,912404951
Israel Cunha Assunção Almeid,Escadinhas da Porta do Carro Nº158,9471-917,Israel.Almeid@mundo.pt,206435600,921351771
Fátima Linda Amorim Gonçalves Gonçalves Cunha,Beco do Paço Nº375,1177-550,Fátima.Cunha@gmail.com,773442557,939364129
Laila Azevedo Soares,Alameda dos Capitães de Abril Nº734,9623-962,Laila.Soares@hotmail.com,740044359,933227075
Aron Henriques Martins Macedo Fernandes,Avenida do Brasil Nº755,7191-378,Aron.Fernandes@trabalho.pt,742736923,931314891
Caio Mikel Carvalho Marques Matos,Alameda do Prof. Ruy Luís Gomes Nº612,9891-276,Caio.Matos@hotmail.com,301935154,969734965
Frederica Jesus,Avenida dos Aliados Nº959,7896-864,Frederica.Jesus@hotmail.com,603717302,924666425
Cátia Monteiro Leal Ribeiro Andrade,Bairro de São Roque da Lameira Nº521,1977-499,Cátia.Andrade@gmail.com,401766697,936438621
Alexandre Kai Neto Gaspar Vieira Pinho,Beco de S. Marçal Nº695,9556-737,Alexandre.Pinho@isec.pt,320298850,961802349
Vítor Fonseca Sá,Avenida de Montevideu Nº569,5835-769,Vítor.Sá@isec.pt,356608772,934377342
Milena Marisa Correia Rodrigues Figueiredo Torres,Bairro de Manuel Cardoso Agrelos Nº119,8813-283,Milena.Torres@mundo.pt,268808935,927009449
Jessé Macedo,Alameda dos Capitães de Abril Nº321,7419-386,Jessé.Macedo@mundo.pt,300240398,913927971
Luzia Jesus Rocha Pacheco,Bairro de São Roque da Lameira Nº347,3645-871,Luzia.Pacheco@trabalho.pt,551049345,965386397
Omar Yanis Ferreira,Avenida de D. Carlos I Nº904,4157-124,Omar.Ferreira@outlook.com,363107887,924647994
Caetano Cardoso,Rua dos Sete Céus Nº486,1319-801,Caetano.Cardoso@mundo.pt,428037813,917073544
Amadú Mamadú Carneiro,Bairro de Casas Económicas da Azenha Nº341,5498-977,Amadú.Carneiro@outlook.pt,640171025,928437773
Matias Joseph Maia Mendes Antunes,Avenida de Fontes Pereira de Melo Nº568,8332-138,Matias.Antunes@outlook.com,679102856,923592469
Jair Freitas,Alameda das Antas Nº313,3243-971,Jair.Freitas@outlook.com,504594358,960205212
Guillermo Nilson Borges Faria Raposo Reis,Alameda de Eça de Queirós Nº994,6427-748,Guillermo.Reis@outlook.com,777681420,937119131
Leonor Leal Barbosa Nunes,Alameda do Prof. Hernâni Monteiro Nº216,5146-473,Leonor.Nunes@gmail.com,786711515,967750468
Joanna Maira Gomes Guerreiro Amaral,Avenida de Fontes Pereira de Melo Nº91,8882-332,Joanna.Amaral@gmail.com,386613798,961254705
Bia Araújo Ferreira,Avenida dos Aliados Nº345,9787-591,Bia.Ferreira@hotmail.com,701871786,935493478
Heitor Cunha Barbosa,Alameda do Dr. Fernando de Azeredo Antas Nº435,7561-892,Heitor.Barbosa@gmail.com,598057866,919344269
Ednilson Ali Gaspar Pires Barbosa,Alameda do Dr. Fernando de Azeredo Antas Nº432,5693-717,Ednilson.Barbosa@outlook.pt,297844530,924480905
Débora Amaral Gonçalves Nascimento Domingues,Beco da Bicha Nº212,6965-708,Débora.Domingues@isec.pt,274647013,913785985
Liara Moura,Alameda de Manuel d'Arriaga Nº576,5758-889,Liara.Moura@isec.pt,209676495,927108957
Neymar Reinaldo Garcia,Bairro do Dr. Nuno Pinheiro Torres Nº846,9441-327,Neymar.Garcia@trabalho.pt,383827762,962103668
Euclides Simões Amorim Amorim Marques,Avenida dos Combatentes da Grande Guerra Nº729,7769-214,Euclides.Marques@isec.pt,547272733,921585211
George Nunes Pires Valente,Bairro de São Roque da Lameira Nº756,1744-608,George.Valente@outlook.pt,460408647,965952567
Liane Dara Simões Pinheiro,Bairro de Casas Económicas de Marechal Gomes da Costa Nº779,1848-919,Liane.Pinheiro@outlook.com,472610935,936952417
Valério Ivan Nascimento Fernandes Loureiro Castro,Bairro Herculanoo Nº80,4357-428,Valério.Castro@trabalho.pt,256735277,962412158
Isadora Jéssica Raposo Carneiro Gonçalves Henriques,Beco de Carreiras Nº605,6824-559,Isadora.Henriques@outlook.com,353214151,917722835
George Óscar Melo Ferreira,Bairro de Casas Económicas da Boavista-Vilarinha Nº49,4589-245,George.Ferreira@isec.pt,464877357,963385479
Silas Lluís Neves Rodrigues Faria Azevedo,Avenida Flor da Rosa Nº299,5242-118,Silas.Azevedo@gmail.com,456591202,914483038
Janaína Isabelle Andrade Araújo Gaspar,Avenida do Marechal Gomes da Costa Nº683,2374-354,Janaína.Gaspar@outlook.pt,405215348,927639965
Viktoria Simaura Leite Pires Coelho,Alameda de Manuel d'Arriaga Nº135,3914-535,Viktoria.Coelho@outlook.com,575468557,928530793
Rodrigo Maia Teixeira,Beco do Meiral Nº564,3577-061,Rodrigo.Teixeira@outlook.pt,795539820,912827755
Lúcia Santos Araújo Leite Araújo,Rua do Açúcar Nº951,1661-293,Lúcia.Araújo@outlook.com,581746298,965796612
